YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END
2022,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,59.27723176,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2021,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,59.92445664,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2020,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.8648267,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2019,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,58.70893194,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2018,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.9566617,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2017,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.36502983,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2016,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.05835819,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2015,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,56.77059178,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2014,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.17364411,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2013,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.26035078,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2012,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.03936239,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2011,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,56.96421629,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2010,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,56.84976339,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2009,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.31119782,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2008,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,56.97947538,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2007,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.27757512,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2006,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.81138907,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2005,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.88268042,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2004,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,58.28252303,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2003,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,58.30375927,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2002,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.76281399,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
2001,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,57.39533694,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Center_Distribution_EBS_Fishery,"Center of gravity, expressed as the latitude of the weighted mean center of catch for the directed snow crab fishery. Year is calendar year. Used as an index of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior.",Socioeconomic,Fishery Performance,Ben Daly,Annually,N,Eastern Bering Sea,TBD,TBD,TBD,N,"Center of gravity, expressed in latitude, as an indices of spatial distribution for the snow crab fishery to monitor spatial shifts in fishery behavior",BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,15,Eastern Bering Sea,NA,NA
